m_H,tanb,Br_B_Xs_H,Br_K_pi_H,Br_eta_pi_H,Br_eta_prime_pi_H,Br_pi_semilep,Br_K_semilep,Br_Upsilon_gamma_H,Br_B_Xs_HH,Br_K_pi_HH
1.1090909091e-01,4.0370172586e+01,2.5487719262e-02,6.7586032078e-09,4.4465281176e-15,4.9629658130e-18,4.0471567257e-15,1.6525809574e-11,5.3867444218e-15,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.3287612811e+01,2.2167754553e-02,5.8782650001e-09,2.9254016301e-15,3.2651695649e-18,3.5200105256e-15,1.4373306395e-11,3.5439764453e-15,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.6415888336e+01,1.9280258449e-02,5.1125974165e-09,1.9246520094e-15,2.1481888502e-18,3.0615256438e-15,1.2501168901e-11,2.3316187824e-15,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.9770235643e+01,1.6768891774e-02,4.4466631083e-09,1.2662542128e-15,1.4133220801e-18,2.6627588752e-15,1.0872879183e-11,1.5340030777e-15,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.3366992312e+01,1.4584655946e-02,3.8674706685e-09,8.3308880799e-16,9.2984709956e-19,2.3159318759e-15,9.4566758253e-12,1.0092450493e-15,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.7223676594e+01,1.2684936289e-02,3.3637210888e-09,5.4810426924e-16,6.1176330797e-19,2.0142794392e-15,8.2249343671e-12,6.6400066227e-16,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.1359072734e+01,1.1032670081e-02,2.9255872608e-09,3.6060883578e-16,4.0249139924e-19,1.7519175333e-15,7.1536284624e-12,4.3685940653e-16,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.5793322466e+01,9.5956230810e-03,2.5445222133e-09,2.3725242939e-16,2.6480788268e-19,1.5237285272e-15,6.2218612203e-12,2.8741934534e-16,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.0548023107e+01,8.3457603662e-03,2.2130923368e-09,1.5609390712e-16,1.7422328256e-19,1.3252613668e-15,5.4114575907e-12,1.8909989125e-16,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.5646332755e+01,7.2586991752e-03,1.9248323407e-09,1.0269802364e-16,1.1462578598e-19,1.1526447520e-15,4.7066098423e-12,1.2441347301e-16,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.1113083079e+01,6.3132330693e-03,1.6741191082e-09,6.7567672780e-17,7.5415254599e-20,1.0025116234e-15,4.0935692160e-12,8.1854825792e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.6974900262e+01,5.4909181051e-03,1.4560619870e-09,4.4454576752e-17,4.9617710451e-20,8.7193348458e-16,3.5603777428e-12,5.3854476349e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,9.3260334688e+01,4.7757129350e-03,1.2664073733e-09,2.9247891208e-17,3.2644859164e-20,7.5836327856e-16,3.0966349907e-12,3.5432344213e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.0000000000e+02,4.1536658049e-03,1.1014557271e-09,1.9243015276e-17,2.1477976621e-20,6.5958570515e-16,2.6932951947e-12,2.3311941914e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.0722672220e+02,3.6126423358e-03,9.5798939769e-10,1.2660536634e-17,1.4130982382e-20,5.7367400919e-16,2.3424908093e-12,1.5337601222e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.1497569954e+02,3.1420887738e-03,8.3320985231e-10,8.3297405086e-18,9.2971901406e-21,4.9895239732e-16,2.0373790450e-12,1.0091060268e-17,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.2328467394e+02,2.7328260849e-03,7.2468308183e-10,5.4803860327e-18,6.1169001529e-21,4.3396334993e-16,1.7720083924e-12,6.6392111127e-18,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.3219411485e+02,2.3768708764e-03,6.3029211818e-10,3.6057126043e-18,4.0244945974e-21,3.7743919077e-16,1.5412025319e-12,4.3681388590e-18,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.4174741629e+02,2.0672796479e-03,5.4819573731e-10,2.3723092796e-18,2.6478388399e-21,3.2827735972e-16,1.3404593649e-12,2.8739329744e-18,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.5199110830e+02,1.7980133330e-03,4.7679254157e-10,1.5608160350e-18,1.7420954994e-21,2.8551890620e-16,1.1658631957e-12,1.8908498602e-18,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.6297508346e+02,1.5638194869e-03,4.1468972084e-10,1.0269098319e-18,1.1461792783e-21,2.4832978390e-16,1.0140083517e-12,1.2440494387e-18,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.7475284000e+02,1.3601298217e-03,3.6067588286e-10,6.7563644047e-19,7.5410757953e-22,2.1598458186e-16,8.8193275250e-13,8.1849945185e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.8738174229e+02,1.1829710888e-03,3.1369742263e-10,4.4452271398e-19,4.9615137344e-22,1.8785237466e-16,7.6706013187e-13,5.3851683529e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.0092330026e+02,1.0288875713e-03,2.7283796996e-10,2.9246572016e-19,3.2643386756e-22,1.6338441550e-16,6.6714978464e-13,3.5430746078e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.1544346900e+02,8.9487367170e-04,2.3730051405e-10,1.9242260395e-19,2.1477134064e-22,1.4210343242e-16,5.8025285979e-13,2.3311027413e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.3101297001e+02,7.7831528126e-04,2.0639185652e-10,1.2660104668e-19,1.4130500245e-22,1.2359431862e-16,5.0467434606e-13,1.5337077916e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.4770763560e+02,6.7693878666e-04,1.7950908950e-10,8.3294933235e-20,9.2969142465e-23,1.0749603535e-16,4.3894000914e-13,1.0090760816e-19,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.6560877829e+02,5.8876671884e-04,1.5612783502e-10,5.4802445855e-20,6.1167422774e-23,9.3494569528e-17,3.8176763516e-13,6.6390397565e-20,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.8480358684e+02,5.1207917897e-04,1.3579201628e-10,3.6056316634e-20,4.0244042558e-23,8.1316808597e-17,3.3204201991e-13,4.3680408032e-20,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.0538555088e+02,4.4538028897e-04,1.1810496126e-10,2.3722629626e-20,2.6477871435e-23,7.0725213174e-17,2.8879321564e-13,2.8738768637e-20,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.2745491629e+02,3.8736901204e-04,1.0272166510e-10,1.5607895307e-20,1.7420659169e-23,6.1513183618e-17,2.5117761127e-13,1.8908177517e-20,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.5111917342e+02,3.3691377398e-04,8.9342060354e-11,1.0268946653e-20,1.1461623502e-23,5.3501030099e-17,2.1846147688e-13,1.2440310651e-20,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.7649358068e+02,2.9303039023e-04,7.7705163789e-11,6.7562776160e-21,7.5409789266e-24,4.6532467568e-17,1.9000665163e-13,8.1848893784e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.0370172586e+02,2.5486286796e-04,6.7583985605e-11,4.4451774764e-21,4.9614583029e-24,4.0471567257e-17,1.6525809574e-13,5.3851081882e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.3287612811e+02,2.2166670882e-04,5.8781101729e-11,2.9246287824e-21,3.2643069557e-24,3.5200105256e-17,1.4373306395e-13,3.5430401794e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.6415888336e+02,1.9279438650e-04,5.1124802828e-11,1.9242097770e-21,2.1476952551e-24,3.0615256438e-17,1.2501168901e-13,2.3310830401e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.9770235643e+02,1.6768271599e-04,4.4465744928e-11,1.2660011608e-21,1.4130396377e-24,2.6627588752e-17,1.0872879183e-13,1.5336965180e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.3366992312e+02,1.4584186789e-04,3.8674036287e-11,8.3294400721e-22,9.2968548103e-25,2.3159318759e-17,9.4566758253e-14,1.0090696305e-21,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.7223676594e+02,1.2684581376e-04,3.3636703720e-11,5.4802141129e-22,6.1167082656e-25,2.0142794392e-17,8.2249343671e-14,6.6390028405e-22,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.1359072734e+02,1.1032401595e-04,2.9255488931e-11,3.6056142262e-22,4.0243847933e-25,1.7519175333e-17,7.1536284624e-14,4.3680196788e-22,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.5793322466e+02,9.5954199760e-05,2.5444931880e-11,2.3722529841e-22,2.6477760061e-25,1.5237285272e-17,6.2218612203e-14,2.8738647753e-22,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.0548023107e+02,8.3456067214e-05,2.2130703792e-11,1.5607838208e-22,1.7420595438e-25,1.3252613668e-17,5.4114575907e-14,1.8908108344e-22,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.5646332755e+02,7.2585829463e-05,1.9248157299e-11,1.0268913977e-22,1.1461587031e-25,1.1526447520e-17,4.7066098423e-14,1.2440271066e-22,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.1113083079e+02,6.3131451450e-05,1.6741065423e-11,6.7562589189e-23,7.5409580579e-26,1.0025116234e-17,4.0935692160e-14,8.1848667277e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.6974900262e+02,5.4908515926e-05,1.4560524811e-11,4.4451667766e-23,4.9614463603e-26,8.7193348458e-18,3.5603777428e-14,5.3850952259e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,9.3260334688e+02,4.7756626201e-05,1.2664001823e-11,2.9246226594e-23,3.2643001215e-26,7.5836327856e-18,3.0966349907e-14,3.5430327617e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.0000000000e+03,4.1536277431e-05,1.1014502872e-11,1.9242062732e-23,2.1476913444e-26,6.5958570515e-18,2.6932951947e-14,2.3310787955e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.0722672220e+03,3.6126135432e-05,9.5798528251e-12,1.2659991561e-23,1.4130374001e-26,5.7367400919e-18,2.3424908093e-14,1.5336940893e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.1497569954e+03,3.1420669931e-05,8.3320673928e-12,8.3294285971e-24,9.2968420025e-27,4.9895239732e-18,2.0373790450e-14,1.0090682403e-23,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.2328467394e+03,2.7328096085e-05,7.2468072690e-12,5.4802075485e-24,6.1167009388e-27,4.3396334993e-18,1.7720083924e-14,6.6389948880e-24,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.3219411485e+03,2.3768584125e-05,6.3029033674e-12,3.6056104705e-24,4.0243806014e-27,3.7743919077e-18,1.5412025319e-14,4.3680151290e-24,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.4174741629e+03,2.0672702193e-05,5.4819438970e-12,2.3722508347e-24,2.6477736070e-27,3.2827735972e-18,1.3404593649e-14,2.8738621713e-24,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.5199110830e+03,1.7980062006e-05,4.7679152214e-12,1.5607825902e-24,1.7420581703e-27,2.8551890620e-18,1.1658631957e-14,1.8908093437e-24,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.6297508346e+03,1.5638140915e-05,4.1468894967e-12,1.0268906936e-24,1.1461579172e-27,2.4832978390e-18,1.0140083517e-14,1.2440262535e-24,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.7475284000e+03,1.3601257402e-05,3.6067529949e-12,6.7562548929e-25,7.5409535643e-28,2.1598458186e-18,8.8193275250e-15,8.1848618505e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.8738174229e+03,1.1829680013e-05,3.1369698134e-12,4.4451644724e-25,4.9614437885e-28,1.8785237466e-18,7.6706013187e-15,5.3850924344e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.0092330026e+03,1.0288852357e-05,2.7283763614e-12,2.9246213436e-25,3.2642986528e-28,1.6338441550e-18,6.6714978464e-15,3.5430311676e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.1544346900e+03,8.9487190492e-06,2.3730026152e-12,1.9242055187e-25,2.1476905023e-28,1.4210343242e-18,5.8025285979e-15,2.3310778814e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.3101297001e+03,7.7831394476e-06,2.0639166549e-12,1.2659987232e-25,1.4130369170e-28,1.2359431862e-18,5.0467434606e-15,1.5336935649e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.4770763560e+03,6.7693777565e-06,1.7950894499e-12,8.3294261259e-26,9.2968392443e-29,1.0749603535e-18,4.3894000914e-15,1.0090679410e-25,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.6560877829e+03,5.8876595405e-06,1.5612772570e-12,5.4802061364e-26,6.1166993626e-29,9.3494569528e-19,3.8176763516e-15,6.6389931773e-26,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,2.8480358684e+03,5.1207860043e-06,1.3579193359e-12,3.6056096630e-26,4.0243797001e-29,8.1316808597e-19,3.3204201991e-15,4.3680141508e-26,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.0538555088e+03,4.4537985132e-06,1.1810489870e-12,2.3722503703e-26,2.6477730887e-29,7.0725213174e-19,2.8879321564e-15,2.8738616088e-26,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.2745491629e+03,3.8736868097e-06,1.0272161778e-12,1.5607823230e-26,1.7420578721e-29,6.1513183618e-19,2.5117761127e-15,1.8908090199e-26,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.5111917342e+03,3.3691352354e-06,8.9342024558e-13,1.0268905414e-26,1.1461577474e-29,5.3501030099e-19,2.1846147688e-15,1.2440260692e-26,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,3.7649358068e+03,2.9303020078e-06,7.7705136710e-13,6.7562540146e-27,7.5409525840e-30,4.6532467568e-19,1.9000665163e-15,8.1848607865e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.0370172586e+03,2.5486272465e-06,6.7583965121e-13,4.4451639641e-27,4.9614432212e-30,4.0471567257e-19,1.6525809574e-15,5.3850918187e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.3287612811e+03,2.2166660041e-06,5.8781086234e-13,2.9246210591e-27,3.2642983353e-30,3.5200105256e-19,1.4373306395e-15,3.5430308230e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.6415888336e+03,1.9279430449e-06,5.1124791107e-13,1.9242053589e-27,2.1476903240e-30,3.0615256438e-19,1.2501168901e-15,2.3310776879e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,4.9770235643e+03,1.6768265395e-06,4.4465736061e-13,1.2659986302e-27,1.4130368132e-30,2.6627588752e-19,1.0872879183e-15,1.5336934523e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.3366992312e+03,1.4584182096e-06,3.8674029579e-13,8.3294255687e-28,9.2968386224e-31,2.3159318759e-19,9.4566758253e-16,1.0090678735e-27,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,5.7223676594e+03,1.2684577826e-06,3.3636698646e-13,5.4802058790e-28,6.1166990754e-31,2.0142794392e-19,8.2249343671e-16,6.6389928656e-28,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.1359072734e+03,1.1032398909e-06,2.9255485093e-13,3.6056094679e-28,4.0243794824e-31,1.7519175333e-19,7.1536284624e-16,4.3680139144e-28,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,6.5793322466e+03,9.5954179446e-07,2.5444928976e-13,2.3722502639e-28,2.6477729699e-31,1.5237285272e-19,6.2218612203e-16,2.8738614799e-28,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.0548023107e+03,8.3456051847e-07,2.2130701596e-13,1.5607822522e-28,1.7420577930e-31,1.3252613668e-19,5.4114575907e-16,1.8908089342e-28,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,7.5646332755e+03,7.2585817839e-07,1.9248155637e-13,1.0268905133e-28,1.1461577160e-31,1.1526447520e-19,4.7066098423e-16,1.2440260352e-28,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.1113083079e+03,6.3131442656e-07,1.6741064166e-13,6.7562538100e-29,7.5409523557e-32,1.0025116234e-19,4.0935692160e-16,8.1848605386e-29,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,8.6974900262e+03,5.4908509274e-07,1.4560523860e-13,4.4451638930e-29,4.9614431419e-32,8.7193348458e-20,3.5603777428e-16,5.3850917326e-29,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,9.3260334688e+03,4.7756621169e-07,1.2664001104e-13,2.9246210056e-29,3.2642982756e-32,7.5836327856e-20,3.0966349907e-16,3.5430307582e-29,4.0968818364e-05,1.3974587897e-06
1.1090909091e-01,1.0000000000e+04,4.1536273624e-07,1.1014502328e-13,1.9242053734e-29,2.1476903401e-32,6.5958570515e-20,2.6932951947e-16,2.3310777054e-29,4.0968818364e-05,1.3974587897e-06
2.1181818182e-01,1.0000000000e+01,4.1419722926e-01,8.8318789965e-08,1.8626882428e-11,2.3344406346e-14,0.0000000000e+00,1.0336512148e-10,2.3419537104e-11,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.0722672220e+01,3.6020482341e-01,7.6810314263e-08,1.2247209765e-11,1.5348990497e-14,0.0000000000e+00,8.9901711316e-11,1.5398389110e-11,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.1497569954e+01,3.1325534763e-01,6.6801999552e-08,8.0532553055e-12,1.0092857191e-14,0.0000000000e+00,7.8191923750e-11,1.0125339663e-11,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.2328467394e+01,2.7242894917e-01,5.8098168211e-08,5.2958806438e-12,6.6371380282e-15,0.0000000000e+00,6.8007347695e-11,6.6584987432e-12,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.3219411485e+01,2.3692618987e-01,5.0528696363e-08,3.4828362531e-12,4.3649142600e-15,0.0000000000e+00,5.9149322828e-11,4.3789621356e-12,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.4174741629e+01,2.0605221765e-01,4.3945669848e-08,2.2906164374e-12,2.8707477542e-15,0.0000000000e+00,5.1445064535e-11,2.8799868607e-12,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.5199110830e+01,1.7920303397e-01,3.8220479370e-08,1.5065825383e-12,1.8881460762e-15,0.0000000000e+00,4.4744293569e-11,1.8942228145e-12,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.6297508346e+01,1.5585357625e-01,3.3241296798e-08,9.9095045572e-13,1.2419228068e-15,0.0000000000e+00,3.8916304705e-11,1.2459197644e-12,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.7475284000e+01,1.3554737268e-01,2.8910882336e-08,6.5181896431e-13,8.1690142329e-16,0.0000000000e+00,3.3847417202e-11,8.1953050806e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.8738174229e+01,1.1788755968e-01,2.5144678983e-08,4.2876169653e-13,5.3735171777e-16,0.0000000000e+00,2.9438757353e-11,5.3908111030e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.0092330026e+01,1.0252908109e-01,2.1869156461e-08,2.8204414256e-13,3.5347584852e-16,0.0000000000e+00,2.5604329846e-11,3.5461346187e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.1544346900e+01,8.9171912238e-02,1.9020371836e-08,1.8553622684e-13,2.3252592526e-16,0.0000000000e+00,2.2269340346e-11,2.3327427794e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.3101297001e+01,7.7555173365e-02,1.6542718358e-08,1.2205329577e-13,1.5296503552e-16,0.0000000000e+00,1.9368736555e-11,1.5345733243e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.4770763560e+01,6.7452014849e-02,1.4387837852e-08,8.0293106541e-14,1.0062848215e-16,0.0000000000e+00,1.6845939301e-11,1.0095234106e-13,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.6560877829e+01,5.8665172562e-02,1.2513675193e-08,5.2821889364e-14,6.6199787004e-17,0.0000000000e+00,1.4651738905e-11,6.6412841905e-14,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,2.8480358684e+01,5.1023105081e-02,1.0883656280e-08,3.4750064754e-14,4.3551014793e-17,0.0000000000e+00,1.2743335299e-11,4.3691177739e-14,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,3.0538555088e+01,4.4376636284e-02,9.4659733272e-09,2.2861384964e-14,2.8651357107e-17,0.0000000000e+00,1.1083503167e-11,2.8743567555e-14,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,3.2745491629e+01,3.8596036930e-02,8.2329634434e-09,1.5040213615e-14,1.8849362448e-17,0.0000000000e+00,9.6398658246e-12,1.8910026526e-14,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,3.5111917342e+01,3.3568487671e-02,7.1605682924e-09,9.8948548553e-15,1.2400868120e-17,0.0000000000e+00,8.3842636864e-12,1.2440778607e-14,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,3.7649358068e+01,2.9195873472e-02,6.2278642500e-09,6.5098096750e-15,8.1585119183e-18,0.0000000000e+00,7.2922049789e-12,8.1847689657e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,4.0370172586e+01,2.5392866060e-02,5.4166538395e-09,4.2828231962e-15,5.3675093182e-18,0.0000000000e+00,6.3423880073e-12,5.3847839080e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,4.3287612811e+01,2.2085256684e-02,4.7111104484e-09,2.8176990290e-15,3.5313215375e-18,0.0000000000e+00,5.5162856435e-12,3.5426866097e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,4.6415888336e+01,1.9208506472e-02,4.0974693692e-09,1.8537933535e-15,2.3232929876e-18,0.0000000000e+00,4.7977839366e-12,2.3307701862e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,4.9770235643e+01,1.6706485912e-02,3.5637591196e-09,1.2196353585e-15,1.5285254263e-18,0.0000000000e+00,4.1728677937e-12,1.5334447749e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,5.3366992312e+01,1.4530378774e-02,3.0995677856e-09,8.0241752150e-16,1.0056412152e-18,0.0000000000e+00,3.6293476016e-12,1.0088777330e-15,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,5.7223676594e+01,1.2637728972e-02,2.6958398208e-09,5.2792507237e-16,6.6162963433e-19,0.0000000000e+00,3.1566214566e-12,6.6375899823e-16,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,6.1359072734e+01,1.0991611715e-02,2.3446993279e-09,3.4733253581e-16,4.3529945950e-19,0.0000000000e+00,2.7454683635e-12,4.3670041089e-16,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,6.5793322466e+01,9.5599127230e-03,2.0392963708e-09,2.2851766167e-16,2.8639302212e-19,0.0000000000e+00,2.3878683709e-12,2.8731473863e-16,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,7.0548023107e+01,8.3147014045e-03,1.7736733131e-09,1.5034709970e-16,1.8842464926e-19,0.0000000000e+00,2.0768461340e-12,1.8903106806e-16,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,7.5646332755e+01,7.2316857397e-03,1.5426485740e-09,9.8917057580e-17,1.2396921469e-19,0.0000000000e+00,1.8063348536e-12,1.2436819254e-16,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,8.1113083079e+01,6.2897382102e-03,1.3417155297e-09,6.5080077905e-17,8.1562536807e-20,0.0000000000e+00,1.5710579373e-12,8.1825034604e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,8.6974900262e+01,5.4704835122e-03,1.1669545870e-09,4.2817921636e-17,5.3662171619e-20,0.0000000000e+00,1.3664260741e-12,5.3834875931e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,9.3260334688e+01,4.7579399965e-03,1.0149567132e-09,2.8171090701e-17,3.5305821631e-20,0.0000000000e+00,1.1884477151e-12,3.5419448557e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.0000000000e+02,4.1382078308e-03,8.8275692701e-10,1.8534557751e-17,2.3228699127e-20,0.0000000000e+00,1.0336512148e-12,2.3303457497e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.0722672220e+02,3.5991977945e-03,7.6777645605e-10,1.2194421926e-17,1.5282833384e-20,0.0000000000e+00,8.9901711316e-13,1.5332019079e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.1497569954e+02,3.1303954097e-03,6.6777242806e-10,8.0230698930e-18,1.0055026892e-20,0.0000000000e+00,7.8191923750e-13,1.0087387612e-17,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.2328467394e+02,2.7226558024e-03,5.8079411670e-10,5.2786182398e-18,6.6155036739e-21,0.0000000000e+00,6.8007347695e-13,6.6367947617e-18,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.3219411485e+02,2.3680252903e-03,5.0514488694e-10,3.4729634385e-18,4.3525410141e-21,0.0000000000e+00,5.9149322828e-13,4.3665490682e-18,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.4174741629e+02,2.0595862136e-03,4.3934909759e-10,2.2849695184e-18,2.8636706723e-21,0.0000000000e+00,5.1445064535e-13,2.8728870022e-18,3.8641369829e-05,0.0000000000e+00
2.1181818182e-01,1.5199110830e+02,1.7913219802e-03,3.8212331537e-10,1.5033524905e-18,1.8840979726e-21,0.0000000000e+00,4.4744293569e-13,1.8901616826e-18,3.8641369829e-05,0.0000000000e+00
