m_H,tanb,Br_B_Xs_H,Br_K_pi_H,Br_eta_pi_H,Br_eta_prime_pi_H,Br_pi_semilep,Br_K_semilep,Br_Upsilon_gamma_H,Br_B_Xs_HH,Br_K_pi_HH
5.9636363636e+00,1.7475284000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6232514798e-19,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.8738174229e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417842675e-19,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.0092330026e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012872198e-19,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.1544346900e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3167112298e-19,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.3101297001e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.6630684984e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.4770763560e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6997136369e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.6560877829e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7500269926e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.8480358684e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4672650741e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.0538555088e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6232943630e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.2745491629e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0680185489e-20,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.5111917342e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.0268446112e-21,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.7649358068e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6231920919e-21,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.0370172586e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417502838e-21,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.3287612811e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012677731e-21,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.6415888336e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3167001017e-21,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.9770235643e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.6630048197e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,5.3366992312e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6996771980e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,5.7223676594e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7500061408e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,6.1359072734e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4672531421e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,6.5793322466e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6232875349e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,7.0548023107e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0680146417e-22,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,7.5646332755e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.0268222517e-23,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,8.1113083079e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6231792978e-23,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,8.6974900262e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417429621e-23,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,9.3260334688e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012635832e-23,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.0000000000e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3166977041e-23,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.0722672220e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.6629911015e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.1497569954e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6996693459e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.2328467394e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7500016489e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.3219411485e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4672505721e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.4174741629e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6232860641e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.5199110830e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0680137997e-24,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.6297508346e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.0268174335e-25,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.7475284000e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6231765429e-25,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.8738174229e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417413854e-25,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.0092330026e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012626828e-25,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.1544346900e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3166971878e-25,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.3101297001e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.6629881394e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.4770763560e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6996676549e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.6560877829e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7500006826e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,2.8480358684e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4672500196e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.0538555088e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6232857463e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.2745491629e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0680136168e-26,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.5111917342e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.0268163924e-27,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,3.7649358068e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6231759419e-27,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.0370172586e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417410376e-27,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.3287612811e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012624881e-27,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.6415888336e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3166970785e-27,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,4.9770235643e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.6629875033e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,5.3366992312e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6996672736e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,5.7223676594e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7500005065e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,6.1359072734e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4672498861e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,6.5793322466e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6232856735e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,7.0548023107e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0680135684e-28,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,7.5646332755e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.0268162001e-29,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,8.1113083079e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.6231758019e-29,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,8.6974900262e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0417409890e-29,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,9.3260334688e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0012624515e-29,0.0000000000e+00,0.0000000000e+00
5.9636363636e+00,1.0000000000e+04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3166970884e-29,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2843620884e-11,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.0722672220e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4447045674e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.1497569954e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5528861809e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.2328467394e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6516192927e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.3219411485e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4014876676e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.4174741629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5794274338e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.5199110830e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0388198362e-12,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.6297508346e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8328084517e-13,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.7475284000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4944266412e-13,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.8738174229e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9564006221e-13,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.0092330026e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9447527269e-13,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.1544346900e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2793106775e-13,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.3101297001e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4158273107e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.4770763560e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5363758482e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.6560877829e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6421785771e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.8480358684e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3960888739e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.0538555088e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5763398008e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.2745491629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0370538518e-14,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.5111917342e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8227071790e-15,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.7649358068e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4886484798e-15,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.0370172586e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9530952192e-15,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.3287612811e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9428617878e-15,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.6415888336e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2782288782e-15,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.9770235643e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4096381786e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,5.3366992312e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5328348567e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,5.7223676594e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6401526186e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,6.1359072734e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3949297087e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,6.5793322466e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5756765648e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,7.0548023107e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0366743641e-16,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,7.5646332755e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8205358113e-17,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,8.1113083079e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4874060431e-17,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,8.6974900262e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9523843009e-17,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,9.3260334688e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9424549989e-17,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2779961109e-17,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.0722672220e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4083062600e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.1497569954e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5320727143e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.2328467394e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6397165079e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.3219411485e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3946801576e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.4174741629e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5755337663e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.5199110830e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0365926514e-18,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.6297508346e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8200682305e-19,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.7475284000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4871384808e-19,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.8738174229e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9522311942e-19,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.0092330026e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9423673867e-19,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.1544346900e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2779459766e-19,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.3101297001e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4080193758e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.4770763560e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5319085500e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.6560877829e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6396225678e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,2.8480358684e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3946264019e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.0538555088e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5755030055e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.2745491629e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0365750490e-20,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.5111917342e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8199675038e-21,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,3.7649358068e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4870808414e-21,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.0370172586e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9521982110e-21,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.3287612811e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9423485126e-21,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.6415888336e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2779351761e-21,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,4.9770235643e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4079575719e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,5.3366992312e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5318731839e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,5.7223676594e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6396023299e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,6.1359072734e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3946148212e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,6.5793322466e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5754963785e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,7.0548023107e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0365712568e-22,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,7.5646332755e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8199458026e-23,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,8.1113083079e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4870684240e-23,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,8.6974900262e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9521911049e-23,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,9.3260334688e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9423444460e-23,0.0000000000e+00,0.0000000000e+00
6.0645454545e+00,1.0000000000e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2779328491e-23,0.0000000000e+00,0.0000000000e+00
